longitude,latitude,depth,vsv,vp
-111.75,33.75,120.0,4.17019,7.46042
-111.5,33.75,120.0,4.18639,7.48969
-111.25,33.75,120.0,4.17137,7.46332
-111.0,33.75,120.0,4.16401,7.45087
-110.75,33.75,120.0,4.16664,7.4518
-110.5,33.75,120.0,4.17142,7.46101
-110.25,33.75,120.0,4.20005,7.5141
-110.0,33.75,120.0,4.20062,7.51635
-109.75,33.75,120.0,4.19104,7.49958
-109.5,33.75,120.0,4.1856,7.48943
-109.25,33.75,120.0,4.18402,7.48623
-109.0,33.75,120.0,4.19097,7.49886
-108.75,33.75,120.0,4.19921,7.51385
-108.5,33.75,120.0,4.20152,7.51821
-108.25,33.75,120.0,4.19764,7.51115
-108.0,33.75,120.0,4.18911,7.49595
-107.75,33.75,120.0,4.18832,7.49452
-107.5,33.75,120.0,4.20184,7.51788
-107.25,33.75,120.0,4.21808,7.54586
-107.0,33.75,120.0,4.22956,7.56584
-106.75,33.75,120.0,4.2484,7.60076
-106.5,33.75,120.0,4.25342,7.6124
-106.25,33.75,120.0,4.25826,7.61178
-106.0,33.75,120.0,4.24857,7.59649
-105.75,33.75,120.0,4.24312,7.589
-105.5,33.75,120.0,4.23696,7.58089
-105.25,33.75,120.0,4.27104,7.64401
-105.0,33.75,120.0,4.3059,7.70687
-104.75,33.75,120.0,4.33353,7.74875
-104.5,33.75,120.0,4.37814,7.82962
-104.25,33.75,120.0,4.41702,7.90048
-104.0,33.75,120.0,4.45522,7.9703
-103.75,33.75,120.0,4.47964,8.01549
-103.5,33.75,120.0,4.48491,8.0252
-103.25,33.75,120.0,4.48744,8.02987
-103.0,33.75,120.0,4.51646,8.08168
-102.75,33.75,120.0,4.54511,8.13284
-102.5,33.75,120.0,4.57954,8.19427
-102.25,33.75,120.0,4.58832,8.20973
-102.0,33.75,120.0,4.60144,8.23294
-101.75,33.75,120.0,4.61105,8.24981
-101.5,33.75,120.0,4.61598,8.25809
-101.25,33.75,120.0,4.61064,8.24774
-101.0,33.75,120.0,4.60393,8.23488
-100.75,33.75,120.0,4.60674,8.24064
-100.5,33.75,120.0,4.61516,8.25642
-100.25,33.75,120.0,4.61811,8.26213
-100.0,33.75,120.0,4.62399,8.27241
-99.75,33.75,120.0,4.63102,8.2842
-99.5,33.75,120.0,4.64258,8.30464
-99.25,33.75,120.0,4.64024,8.3014
-99.0,33.75,120.0,4.65432,8.32774
-98.75,33.75,120.0,4.67433,8.36311
-98.5,33.75,120.0,4.66719,8.3501
-98.25,33.75,120.0,4.65091,8.32131
-98.0,33.75,120.0,4.63751,8.29785
-97.75,33.75,120.0,4.6355,8.29039
-97.5,33.75,120.0,4.65493,8.3275
-97.25,33.75,120.0,4.6712,8.3571
-97.0,33.75,120.0,4.68028,8.37336
-96.75,33.75,120.0,4.67819,8.36987
-96.5,33.75,120.0,4.67256,8.35967
-96.25,33.75,120.0,4.66486,8.34559
-96.0,33.75,120.0,4.64524,8.31065
-95.75,33.75,120.0,4.62703,8.27799
-95.5,33.75,120.0,4.60914,8.24598
-95.25,33.75,120.0,4.59873,8.22761
-95.0,33.75,120.0,4.58947,8.21079
-94.75,33.75,120.0,4.58343,8.20034
-94.5,33.75,120.0,4.58069,8.19492
-94.25,33.75,120.0,4.58292,8.19903
-94.0,33.75,120.0,4.58246,8.19861
-93.75,33.75,120.0,4.57186,8.17899
-93.5,33.75,120.0,4.57041,8.17569
-93.25,33.75,120.0,4.57009,8.17405
-93.0,33.75,120.0,4.58041,8.19609
-92.75,33.75,120.0,4.59345,8.21863
-92.5,33.75,120.0,4.57876,8.19298
-92.25,33.75,120.0,4.54838,8.13518
-92.0,33.75,120.0,4.51761,8.08216
-91.75,33.75,120.0,4.50111,8.05375
-91.5,33.75,120.0,4.51896,8.08484
-91.25,33.75,120.0,4.5458,8.13232
-91.0,33.75,120.0,4.55581,8.15046
-90.75,33.75,120.0,4.56758,8.17217
-90.5,33.75,120.0,4.58232,8.19869
-90.25,33.75,120.0,4.61681,8.26033
-90.0,33.75,120.0,4.65016,8.31973
-89.75,33.75,120.0,4.68767,8.3859
-89.5,33.75,120.0,4.6925,8.39434
-89.25,33.75,120.0,4.68234,8.37708
-89.0,33.75,120.0,4.66926,8.35052
-88.75,33.75,120.0,4.6668,8.35517
-88.5,33.75,120.0,4.67219,8.36287
-88.25,33.75,120.0,4.68391,8.38036
-88.0,33.75,120.0,4.69637,8.40194
-87.75,33.75,120.0,4.69472,8.39905
-87.5,33.75,120.0,4.69099,8.39239
-87.25,33.75,120.0,4.68281,8.37765
-87.0,33.75,120.0,4.69013,8.39054
-86.75,33.75,120.0,4.71003,8.42581
-86.5,33.75,120.0,4.7284,8.45812
-86.25,33.75,120.0,4.72483,8.45302
-86.0,33.75,120.0,4.70735,8.42075
-85.75,33.75,120.0,4.6938,8.39579
-85.5,33.75,120.0,4.66708,8.35149
-85.25,33.75,120.0,4.63565,8.29388
-85.0,33.75,120.0,4.60965,8.24647
-84.75,33.75,120.0,4.60185,8.23257
-84.5,33.75,120.0,4.58454,8.20156
-84.25,33.75,120.0,4.57549,8.18528
-84.0,33.75,120.0,4.58223,8.19766
-83.75,33.75,120.0,4.60039,8.23017
-83.5,33.75,120.0,4.61958,8.26261
-83.25,33.75,120.0,4.62767,8.28105
-83.0,33.75,120.0,4.63182,8.28835
-82.75,33.75,120.0,4.6352,8.2942
-82.5,33.75,120.0,4.63657,8.29589
-82.25,33.75,120.0,4.63385,8.29048
-82.0,33.75,120.0,4.62504,8.2746
-81.75,33.75,120.0,4.61541,8.25732
-81.5,33.75,120.0,4.59279,8.21612
-81.25,33.75,120.0,4.5407,8.12168
-81.0,33.75,120.0,4.51883,8.08281
-80.75,33.75,120.0,4.51568,8.07749
-80.5,33.75,120.0,4.52411,8.09247
-80.25,33.75,120.0,4.55102,8.14072
-80.0,33.75,120.0,4.59947,8.22856
-79.75,33.75,120.0,4.45221,7.96502
-79.5,33.75,120.0,4.42304,7.91223
-79.25,33.75,120.0,4.41184,7.8921
-79.0,33.75,120.0,4.41559,7.89889
-78.75,33.75,120.0,4.43552,7.93472
-78.5,33.75,120.0,4.54467,8.13112
-78.25,33.75,120.0,4.54291,8.12753
-78.0,33.75,120.0,4.53485,8.11315
-77.75,33.75,120.0,4.52425,8.09461
-120.25,34.0,120.0,4.2476,7.59743
-120.0,34.0,120.0,4.266,7.63036
-119.75,34.0,120.0,4.29148,7.67615
-119.5,34.0,120.0,4.31233,7.71462
-119.25,34.0,120.0,4.34056,7.76696
-119.0,34.0,120.0,4.36545,7.8062
-118.75,34.0,120.0,4.36697,7.81413
-118.5,34.0,120.0,4.36868,7.815
-118.25,34.0,120.0,4.35255,7.78843
-118.0,34.0,120.0,4.35571,7.79278
-117.75,34.0,120.0,4.3195,7.72743
-117.5,34.0,120.0,4.27774,7.65296
-117.25,34.0,120.0,4.26148,7.62393
-117.0,34.0,120.0,4.25456,7.61191
-116.75,34.0,120.0,4.24955,7.60329
-116.5,34.0,120.0,4.25713,7.61716
-116.25,34.0,120.0,4.2663,7.63301
-116.0,34.0,120.0,4.2704,7.63965
-115.75,34.0,120.0,4.2532,7.60873
-115.5,34.0,120.0,4.23756,7.58087
-115.25,34.0,120.0,4.2052,7.52309
-115.0,34.0,120.0,4.20249,7.51845
-114.75,34.0,120.0,4.20951,7.53027
-114.5,34.0,120.0,4.21196,7.53424
-114.25,34.0,120.0,4.2131,7.53621
-114.0,34.0,120.0,4.21417,7.53825
-113.75,34.0,120.0,4.20775,7.52713
-113.5,34.0,120.0,4.19827,7.51046
-113.25,34.0,120.0,4.18059,7.47868
-113.0,34.0,120.0,4.17176,7.46269
-112.75,34.0,120.0,4.13407,7.39477
-112.5,34.0,120.0,4.10641,7.34536
-112.25,34.0,120.0,4.10205,7.33776
-112.0,34.0,120.0,4.10842,7.35086
-111.75,34.0,120.0,4.12903,7.38798
-111.5,34.0,120.0,4.15332,7.42905
-111.25,34.0,120.0,4.14295,7.41255
-111.0,34.0,120.0,4.13502,7.39776
-110.75,34.0,120.0,4.14623,7.41715
-110.5,34.0,120.0,4.15141,7.42673
-110.25,34.0,120.0,4.16871,7.45883
-110.0,34.0,120.0,4.1842,7.48796
-109.75,34.0,120.0,4.18575,7.49149
-109.5,34.0,120.0,4.18485,7.48938
-109.25,34.0,120.0,4.18637,7.49131
-109.0,34.0,120.0,4.19053,7.49926
-108.75,34.0,120.0,4.1941,7.50615
-108.5,34.0,120.0,4.1916,7.50141
-108.25,34.0,120.0,4.18506,7.49002
-108.0,34.0,120.0,4.18204,7.48445
-107.75,34.0,120.0,4.17375,7.47013
-107.5,34.0,120.0,4.19186,7.50386
-107.25,34.0,120.0,4.21418,7.54549
-107.0,34.0,120.0,4.23649,7.58988
-106.75,34.0,120.0,4.24694,7.58791
-106.5,34.0,120.0,4.25909,7.61042
-106.25,34.0,120.0,4.25794,7.6101
-106.0,34.0,120.0,4.24401,7.58743
-105.75,34.0,120.0,4.23462,7.57309
-105.5,34.0,120.0,4.21707,7.5449
-105.25,34.0,120.0,4.2375,7.58391
-105.0,34.0,120.0,4.26917,7.64282
-104.75,34.0,120.0,4.29893,7.68546
-104.5,34.0,120.0,4.32378,7.73053
-104.25,34.0,120.0,4.35923,7.79645
-104.0,34.0,120.0,4.41771,7.90399
-103.75,34.0,120.0,4.43995,7.94448
-103.5,34.0,120.0,4.43269,7.93067
-103.25,34.0,120.0,4.44242,7.94784
-103.0,34.0,120.0,4.48327,8.02097
-102.75,34.0,120.0,4.52149,8.08918
-102.5,34.0,120.0,4.56404,8.16527
-102.25,34.0,120.0,4.57348,8.18212
-102.0,34.0,120.0,4.57708,8.18846
-101.75,34.0,120.0,4.58387,8.20087
-101.5,34.0,120.0,4.58362,8.20056
-101.25,34.0,120.0,4.57937,8.19241
-101.0,34.0,120.0,4.58302,8.19895
-100.75,34.0,120.0,4.5916,8.21434
-100.5,34.0,120.0,4.60591,8.23961
-100.25,34.0,120.0,4.61468,8.25527
-100.0,34.0,120.0,4.63782,8.29735
-99.75,34.0,120.0,4.63772,8.2969
-99.5,34.0,120.0,4.65703,8.33084
-99.25,34.0,120.0,4.65802,8.33239
-99.0,34.0,120.0,4.68206,8.37666
-98.75,34.0,120.0,4.69303,8.3959
-98.5,34.0,120.0,4.69125,8.39247
-98.25,34.0,120.0,4.67678,8.36743
-98.0,34.0,120.0,4.65922,8.33734
-97.75,34.0,120.0,4.646,8.31477
-97.5,34.0,120.0,4.66333,8.3413
-97.25,34.0,120.0,4.67501,8.36362
-97.0,34.0,120.0,4.67965,8.37217
-96.75,34.0,120.0,4.67236,8.35868
-96.5,34.0,120.0,4.66541,8.34503
-96.25,34.0,120.0,4.66074,8.33661
-96.0,34.0,120.0,4.64715,8.31251
-95.75,34.0,120.0,4.63638,8.29439
-95.5,34.0,120.0,4.62915,8.28207
-95.25,34.0,120.0,4.62433,8.27321
-95.0,34.0,120.0,4.60997,8.247
-94.75,34.0,120.0,4.59112,8.21213
-94.5,34.0,120.0,4.59764,8.22458
-94.25,34.0,120.0,4.60355,8.2351
-94.0,34.0,120.0,4.60836,8.24269
-93.75,34.0,120.0,4.59483,8.22042
-93.5,34.0,120.0,4.58541,8.20317
-93.25,34.0,120.0,4.58306,8.19804
-93.0,34.0,120.0,4.59471,8.21938
-92.75,34.0,120.0,4.60403,8.23547
-92.5,34.0,120.0,4.60562,8.23921
-92.25,34.0,120.0,4.58956,8.21019
-92.0,34.0,120.0,4.56818,8.17307
-91.75,34.0,120.0,4.5364,8.11804
-91.5,34.0,120.0,4.56118,8.16236
-91.25,34.0,120.0,4.56324,8.1671
-91.0,34.0,120.0,4.5563,8.15374
-90.75,34.0,120.0,4.57094,8.17957
-90.5,34.0,120.0,4.60939,8.24811
-90.25,34.0,120.0,4.62371,8.273
-90.0,34.0,120.0,4.64067,8.30287
-89.75,34.0,120.0,4.65603,8.33002
-89.5,34.0,120.0,4.6608,8.33854
-89.25,34.0,120.0,4.65369,8.32522
-89.0,34.0,120.0,4.6593,8.33924
-88.75,34.0,120.0,4.66503,8.34822
-88.5,34.0,120.0,4.68123,8.37539
-88.25,34.0,120.0,4.69182,8.39351
-88.0,34.0,120.0,4.69513,8.39883
-87.75,34.0,120.0,4.68803,8.38644
-87.5,34.0,120.0,4.67457,8.36226
-87.25,34.0,120.0,4.66595,8.34727
-87.0,34.0,120.0,4.67205,8.35856
-86.75,34.0,120.0,4.69066,8.39193
-86.5,34.0,120.0,4.71744,8.43968
-86.25,34.0,120.0,4.70798,8.4221
-86.0,34.0,120.0,4.6785,8.36796
-85.75,34.0,120.0,4.66453,8.34241
-85.5,34.0,120.0,4.63351,8.29149
-85.25,34.0,120.0,4.606,8.24036
-85.0,34.0,120.0,4.58445,8.20128
-84.75,34.0,120.0,4.58455,8.20168
-84.5,34.0,120.0,4.57541,8.1851
-84.25,34.0,120.0,4.57024,8.17582
-84.0,34.0,120.0,4.57214,8.17962
-83.75,34.0,120.0,4.5914,8.21439
-83.5,34.0,120.0,4.61015,8.24604
-83.25,34.0,120.0,4.61491,8.25264
-83.0,34.0,120.0,4.61818,8.25676
-82.75,34.0,120.0,4.62206,8.26201
-82.5,34.0,120.0,4.61857,8.26729
-82.25,34.0,120.0,4.61544,8.25947
-82.0,34.0,120.0,4.62027,8.26649
-81.75,34.0,120.0,4.6177,8.26124
-81.5,34.0,120.0,4.61697,8.25935
-81.25,34.0,120.0,4.59933,8.22721
-81.0,34.0,120.0,4.53915,8.11902
-80.75,34.0,120.0,4.53605,8.11345
-80.5,34.0,120.0,4.54706,8.13273
-80.25,34.0,120.0,4.5878,8.20776
-80.0,34.0,120.0,4.60134,8.23358
-79.75,34.0,120.0,4.57404,8.18468
-79.5,34.0,120.0,4.45034,7.96154
-79.25,34.0,120.0,4.45405,7.96815
-79.0,34.0,120.0,4.61982,8.26676
-78.75,34.0,120.0,4.55767,8.15333
-78.5,34.0,120.0,4.57876,8.19249
-78.25,34.0,120.0,4.56004,8.15832
-78.0,34.0,120.0,4.53891,8.12065
-77.75,34.0,120.0,4.53045,8.10644
-121.0,34.25,120.0,4.21562,7.54103
-120.75,34.25,120.0,4.21276,7.53557
-120.5,34.25,120.0,4.21435,7.53789
-120.25,34.25,120.0,4.2325,7.57025
-120.0,34.25,120.0,4.2496,7.60096
-119.75,34.25,120.0,4.26841,7.63482
-119.5,34.25,120.0,4.30136,7.69438
-119.25,34.25,120.0,4.34588,7.77661
-119.0,34.25,120.0,4.37363,7.82127
-118.75,34.25,120.0,4.38596,7.84455
-118.5,34.25,120.0,4.38071,7.83629
-118.25,34.25,120.0,4.36955,7.81716
-118.0,34.25,120.0,4.34267,7.76898
-117.75,34.25,120.0,4.31197,7.71415
-117.5,34.25,120.0,4.29992,7.69326
-117.25,34.25,120.0,4.29295,7.68109
-117.0,34.25,120.0,4.27966,7.65704
-116.75,34.25,120.0,4.2782,7.65557
-116.5,34.25,120.0,4.28871,7.67512
-116.25,34.25,120.0,4.27781,7.65445
-116.0,34.25,120.0,4.27166,7.64184
-115.75,34.25,120.0,4.24069,7.58631
-115.5,34.25,120.0,4.20309,7.51907
-115.25,34.25,120.0,4.1861,7.48861
-115.0,34.25,120.0,4.18552,7.48753
-114.75,34.25,120.0,4.19644,7.50672
-114.5,34.25,120.0,4.20437,7.52068
-114.25,34.25,120.0,4.20136,7.51528
-114.0,34.25,120.0,4.20774,7.52672
-113.75,34.25,120.0,4.22687,7.5613
-113.5,34.25,120.0,4.20088,7.51521
-113.25,34.25,120.0,4.17268,7.46463
-113.0,34.25,120.0,4.14179,7.40879
-112.75,34.25,120.0,4.12826,7.38449
-112.5,34.25,120.0,4.11622,7.36475
-112.25,34.25,120.0,4.10858,7.35066
-112.0,34.25,120.0,4.10995,7.35328
-111.75,34.25,120.0,4.10769,7.34948
-111.5,34.25,120.0,4.1045,7.34364
-111.25,34.25,120.0,4.10807,7.34941
-111.0,34.25,120.0,4.11474,7.36046
-110.75,34.25,120.0,4.12622,7.37938
-110.5,34.25,120.0,4.13667,7.39991
-110.25,34.25,120.0,4.14865,7.42346
-110.0,34.25,120.0,4.15761,7.44116
-109.75,34.25,120.0,4.1746,7.4645
-109.5,34.25,120.0,4.18986,7.49146
-109.25,34.25,120.0,4.19876,7.50774
-109.0,34.25,120.0,4.20011,7.51008
-108.75,34.25,120.0,4.19868,7.50758
-108.5,34.25,120.0,4.1961,7.51048
-108.25,34.25,120.0,4.17577,7.47498
-108.0,34.25,120.0,4.16022,7.44784
-107.75,34.25,120.0,4.14739,7.42581
-107.5,34.25,120.0,4.13311,7.38623
-107.25,34.25,120.0,4.12977,7.38055
-107.0,34.25,120.0,4.13126,7.38387
-106.75,34.25,120.0,4.15253,7.42164
-106.5,34.25,120.0,4.1769,7.46466
-106.25,34.25,120.0,4.23437,7.56599
-106.0,34.25,120.0,4.25943,7.61489
-105.75,34.25,120.0,4.24565,7.59346
-105.5,34.25,120.0,4.23371,7.57572
-105.25,34.25,120.0,4.24344,7.59655
-105.0,34.25,120.0,4.26532,7.63582
-104.75,34.25,120.0,4.28508,7.67152
-104.5,34.25,120.0,4.31077,7.71733
-104.25,34.25,120.0,4.33709,7.75623
-104.0,34.25,120.0,4.36984,7.81758
-103.75,34.25,120.0,4.40781,7.88661
-103.5,34.25,120.0,4.41812,7.90432
-103.25,34.25,120.0,4.43168,7.92827
-103.0,34.25,120.0,4.4682,7.99367
-102.75,34.25,120.0,4.50712,8.06325
-102.5,34.25,120.0,4.5501,8.14029
-102.25,34.25,120.0,4.57767,8.18995
-102.0,34.25,120.0,4.56597,8.16791
-101.75,34.25,120.0,4.55652,8.15148
-101.5,34.25,120.0,4.5564,8.15176
-101.25,34.25,120.0,4.56183,8.16013
-101.0,34.25,120.0,4.5633,8.16829
-100.75,34.25,120.0,4.5777,8.19226
-100.5,34.25,120.0,4.59219,8.21781
-100.25,34.25,120.0,4.60279,8.23649
-100.0,34.25,120.0,4.62099,8.26711
-99.75,34.25,120.0,4.62936,8.28211
-99.5,34.25,120.0,4.64323,8.30619
-99.25,34.25,120.0,4.64779,8.31439
-99.0,34.25,120.0,4.66306,8.34245
-98.75,34.25,120.0,4.67944,8.3719
-98.5,34.25,120.0,4.68716,8.38576
-98.25,34.25,120.0,4.67604,8.36591
-98.0,34.25,120.0,4.66325,8.34412
-97.75,34.25,120.0,4.65257,8.32148
-97.5,34.25,120.0,4.661,8.33751
-97.25,34.25,120.0,4.66395,8.34329
-97.0,34.25,120.0,4.6626,8.34097
-96.75,34.25,120.0,4.66009,8.33594
-96.5,34.25,120.0,4.65966,8.33452
-96.25,34.25,120.0,4.65572,8.32678
-96.0,34.25,120.0,4.64755,8.31345
-95.75,34.25,120.0,4.64304,8.3062
-95.5,34.25,120.0,4.64167,8.30418
-95.25,34.25,120.0,4.62718,8.27823
-95.0,34.25,120.0,4.60942,8.24642
-94.75,34.25,120.0,4.58419,8.20116
-94.5,34.25,120.0,4.58941,8.2106
-94.25,34.25,120.0,4.59269,8.21694
-94.0,34.25,120.0,4.59748,8.22578
-93.75,34.25,120.0,4.6005,8.23005
-93.5,34.25,120.0,4.60105,8.23193
-93.25,34.25,120.0,4.5944,8.22012
-93.0,34.25,120.0,4.6006,8.23114
-92.75,34.25,120.0,4.60832,8.24488
-92.5,34.25,120.0,4.61485,8.25575
-92.25,34.25,120.0,4.60104,8.2317
-92.0,34.25,120.0,4.5889,8.21133
-91.75,34.25,120.0,4.58125,8.20083
-91.5,34.25,120.0,4.58195,8.20296
-91.25,34.25,120.0,4.57194,8.18546
-91.0,34.25,120.0,4.5596,8.151
-90.75,34.25,120.0,4.5849,8.20693
-90.5,34.25,120.0,4.62282,8.27358
-90.25,34.25,120.0,4.64547,8.31331
-90.0,34.25,120.0,4.65521,8.32972
-89.75,34.25,120.0,4.64795,8.31606
-89.5,34.25,120.0,4.63391,8.29047
-89.25,34.25,120.0,4.63009,8.28298
-89.0,34.25,120.0,4.64971,8.31648
-88.75,34.25,120.0,4.6682,8.35253
-88.5,34.25,120.0,4.69189,8.3943
-88.25,34.25,120.0,4.6983,8.40545
-88.0,34.25,120.0,4.70274,8.41303
-87.75,34.25,120.0,4.69149,8.39189
-87.5,34.25,120.0,4.67745,8.36646
-87.25,34.25,120.0,4.66197,8.33873
-87.0,34.25,120.0,4.66042,8.33862
-86.75,34.25,120.0,4.67152,8.35682
-86.5,34.25,120.0,4.68244,8.37712
-86.25,34.25,120.0,4.69144,8.39186
-86.0,34.25,120.0,4.68813,8.38638
-85.75,34.25,120.0,4.61663,8.26182
-85.5,34.25,120.0,4.58515,8.20406
-85.25,34.25,120.0,4.59016,8.212
-85.0,34.25,120.0,4.5856,8.20337
-84.75,34.25,120.0,4.59092,8.21332
-84.5,34.25,120.0,4.58476,8.20219
-84.25,34.25,120.0,4.58024,8.19407
-84.0,34.25,120.0,4.58457,8.20211
-83.75,34.25,120.0,4.59508,8.2216
-83.5,34.25,120.0,4.60438,8.238
-83.25,34.25,120.0,4.60469,8.23783
-83.0,34.25,120.0,4.6074,8.24172
-82.75,34.25,120.0,4.60795,8.24187
-82.5,34.25,120.0,4.60323,8.23339
-82.25,34.25,120.0,4.60749,8.24029
-82.0,34.25,120.0,4.61697,8.26131
-81.75,34.25,120.0,4.62638,8.27715
-81.5,34.25,120.0,4.63551,8.2928
-81.25,34.25,120.0,4.6379,8.29667
-81.0,34.25,120.0,4.62475,8.27295
-80.75,34.25,120.0,4.6026,8.23362
-80.5,34.25,120.0,4.58872,8.20934
-80.25,34.25,120.0,4.58544,8.20447
-80.0,34.25,120.0,4.58361,8.20128
-79.75,34.25,120.0,4.59038,8.21316
-79.5,34.25,120.0,4.57262,8.18051
-79.25,34.25,120.0,4.57141,8.17774
-79.0,34.25,120.0,4.61892,8.26446
-78.75,34.25,120.0,4.60932,8.24822
-78.5,34.25,120.0,4.59471,8.22346
-78.25,34.25,120.0,4.56788,8.17462
-78.0,34.25,120.0,4.54571,8.13543
-77.75,34.25,120.0,4.52523,8.09916
-77.5,34.25,120.0,4.52519,8.09913
-121.0,34.5,120.0,4.21226,7.53507
-120.75,34.5,120.0,4.20988,7.53047
-120.5,34.5,120.0,4.21345,7.53635
-120.25,34.5,120.0,4.2212,7.54982
-120.0,34.5,120.0,4.23055,7.56656
-119.75,34.5,120.0,4.2435,7.59067
-119.5,34.5,120.0,4.29202,7.67706
-119.25,34.5,120.0,4.34194,7.76646
-119.0,34.5,120.0,4.39606,7.86318
-118.75,34.5,120.0,4.39315,7.85898
-118.5,34.5,120.0,4.38742,7.84853
-118.25,34.5,120.0,4.35841,7.79715
-118.0,34.5,120.0,4.32888,7.74457
-117.75,34.5,120.0,4.30469,7.70146
-117.5,34.5,120.0,4.30674,7.7063
-117.25,34.5,120.0,4.31045,7.71382
-117.0,34.5,120.0,4.30803,7.70972
-116.75,34.5,120.0,4.30498,7.70535
-116.5,34.5,120.0,4.30347,7.70263
-116.25,34.5,120.0,4.27625,7.65171
-116.0,34.5,120.0,4.2672,7.63348
-115.75,34.5,120.0,4.23434,7.57494
-115.5,34.5,120.0,4.19757,7.50917
-115.25,34.5,120.0,4.18196,7.48111
-115.0,34.5,120.0,4.18612,7.48843
-114.75,34.5,120.0,4.19596,7.50595
-114.5,34.5,120.0,4.20313,7.5186
-114.25,34.5,120.0,4.20891,7.52887
-114.0,34.5,120.0,4.21648,7.54243
-113.75,34.5,120.0,4.22907,7.56499
-113.5,34.5,120.0,4.20611,7.5245
-113.25,34.5,120.0,4.17714,7.47356
-113.0,34.5,120.0,4.14736,7.41919
-112.75,34.5,120.0,4.13618,7.3999
-112.5,34.5,120.0,4.12841,7.38594
-112.25,34.5,120.0,4.11703,7.36539
-112.0,34.5,120.0,4.11283,7.35757
-111.75,34.5,120.0,4.09684,7.32814
-111.5,34.5,120.0,4.08327,7.30281
-111.25,34.5,120.0,4.08874,7.31138
-111.0,34.5,120.0,4.11264,7.35309
-110.75,34.5,120.0,4.13051,7.39317
-110.5,34.5,120.0,4.14112,7.41071
-110.25,34.5,120.0,4.15156,7.42671
-110.0,34.5,120.0,4.15334,7.4284
-109.75,34.5,120.0,4.16561,7.45073
-109.5,34.5,120.0,4.18256,7.48051
-109.25,34.5,120.0,4.20543,7.52109
-109.0,34.5,120.0,4.20519,7.52063
-108.75,34.5,120.0,4.20751,7.52411
-108.5,34.5,120.0,4.20929,7.5284
-108.25,34.5,120.0,4.18255,7.4789
-108.0,34.5,120.0,4.16609,7.44927
-107.75,34.5,120.0,4.14924,7.41945
-107.5,34.5,120.0,4.12996,7.38544
-107.25,34.5,120.0,4.13077,7.3863
-107.0,34.5,120.0,4.12136,7.36824
-106.75,34.5,120.0,4.15536,7.42512
-106.5,34.5,120.0,4.19778,7.50255
-106.25,34.5,120.0,4.26722,7.64458
-106.0,34.5,120.0,4.29058,7.66986
-105.75,34.5,120.0,4.25846,7.6182
-105.5,34.5,120.0,4.24113,7.59206
-105.25,34.5,120.0,4.24314,7.58499
-105.0,34.5,120.0,4.2648,7.63483
-104.75,34.5,120.0,4.28326,7.6676
-104.5,34.5,120.0,4.29143,7.68249
-104.25,34.5,120.0,4.3225,7.72985
-104.0,34.5,120.0,4.34913,7.78137
-103.75,34.5,120.0,4.37282,7.82479
-103.5,34.5,120.0,4.40501,7.88067
-103.25,34.5,120.0,4.42434,7.91503
-103.0,34.5,120.0,4.44779,7.95713
-102.75,34.5,120.0,4.4869,8.02733
-102.5,34.5,120.0,4.54282,8.12391
-102.25,34.5,120.0,4.57827,8.1863
-102.0,34.5,120.0,4.54618,8.1391
-101.75,34.5,120.0,4.52693,8.09699
-101.5,34.5,120.0,4.51832,8.08149
-101.25,34.5,120.0,4.52877,8.11766
-101.0,34.5,120.0,4.54276,8.13605
-100.75,34.5,120.0,4.54318,8.13341
-100.5,34.5,120.0,4.54765,8.1405
-100.25,34.5,120.0,4.56474,8.16931
-100.0,34.5,120.0,4.59783,8.22556
-99.75,34.5,120.0,4.6059,8.24033
-99.5,34.5,120.0,4.6236,8.2712
-99.25,34.5,120.0,4.63867,8.29833
-99.0,34.5,120.0,4.65833,8.33416
-98.75,34.5,120.0,4.67639,8.36649
-98.5,34.5,120.0,4.6815,8.3754
-98.25,34.5,120.0,4.67297,8.35996
-98.0,34.5,120.0,4.66287,8.34107
-97.75,34.5,120.0,4.65354,8.32407
-97.5,34.5,120.0,4.64842,8.31488
-97.25,34.5,120.0,4.6445,8.30837
-97.0,34.5,120.0,4.65069,8.31914
-96.75,34.5,120.0,4.64432,8.30743
-96.5,34.5,120.0,4.64903,8.3152
-96.25,34.5,120.0,4.65069,8.31812
-96.0,34.5,120.0,4.64823,8.31486
-95.75,34.5,120.0,4.64722,8.31373
-95.5,34.5,120.0,4.65061,8.32013
-95.25,34.5,120.0,4.63426,8.29074
-95.0,34.5,120.0,4.60442,8.2371
-94.75,34.5,120.0,4.58522,8.20289
-94.5,34.5,120.0,4.58296,8.19899
-94.25,34.5,120.0,4.58608,8.20465
-94.0,34.5,120.0,4.59278,8.21679
-93.75,34.5,120.0,4.60481,8.23785
-93.5,34.5,120.0,4.61338,8.25374
-93.25,34.5,120.0,4.60107,8.23083
-93.0,34.5,120.0,4.60251,8.23217
-92.75,34.5,120.0,4.6006,8.22794
-92.5,34.5,120.0,4.59916,8.23212
-92.25,34.5,120.0,4.58942,8.21482
-92.0,34.5,120.0,4.58319,8.19382
-91.75,34.5,120.0,4.59834,8.23407
-91.5,34.5,120.0,4.59606,8.2154
-91.25,34.5,120.0,4.58185,8.19117
-91.0,34.5,120.0,4.55428,8.14342
-90.75,34.5,120.0,4.57433,8.17933
-90.5,34.5,120.0,4.63581,8.29969
-90.25,34.5,120.0,4.67081,8.3618
-90.0,34.5,120.0,4.6682,8.3561
