Network,Station,CoveredEpicentralDistances,UncoveredEpicentralDistances,EpiDistRatio,Accepted,faceLon,faceLat,AcceptedNumeric,nrec,BazRatio,AvgSNR
TA,S61A,7,54,0.114754098360656,No,-75.7,37.7,0,9,0.0221606648199446,14.1412043429568
TA,SFIN,41,20,0.672131147540984,No,-87.1,40.4,0,71,0.121883656509695,13.595975338172
TA,SPMN,43,18,0.704918032786885,No,-92.8,45.2,0,87,0.130193905817175,12.4215503402742
TA,SUSD,49,12,0.80327868852459,No,-99.0,44.4,0,130,0.149584487534626,14.0377154753949
TA,SUTB,16,45,0.262295081967213,Yes,-121.8,39.2,1,18,0.0415512465373961,13.1919230639433
TA,T05C,1,60,0.0163934426229508,No,-120.7,36.9,0,1,0.002770083102493,5.22995944601444
TA,T06C,14,47,0.229508196721311,No,-119.7,37.0,0,19,0.0470914127423823,15.1563718465053
TA,T11A,29,32,0.475409836065574,No,-115.2,37.2,0,46,0.0664819944598338,14.7506834504582
TA,T12A,16,45,0.262295081967213,No,-114.7,36.7,0,26,0.0498614958448753,12.9225572041353
TA,T13A,28,33,0.459016393442623,No,-113.9,37.0,0,45,0.074792243767313,16.3569538132806
TA,T14A,27,34,0.442622950819672,No,-113.1,37.1,0,51,0.0775623268698061,14.0359932808228
TA,T15A,27,34,0.442622950819672,No,-112.4,37.0,0,45,0.0692520775623269,16.112719898354
TA,T16A,24,37,0.39344262295082,No,-111.5,37.0,0,34,0.0609418282548476,13.4760806841873
TA,T17A,16,45,0.262295081967213,No,-110.8,37.0,0,24,0.0443213296398892,16.8742296904014
TA,T18A,24,37,0.39344262295082,No,-109.9,37.1,0,40,0.0637119113573407,17.4116561550113
TA,T19A,26,35,0.426229508196721,No,-109.0,36.8,0,32,0.0526315789473684,14.4361710864988
TA,T21A,5,56,0.0819672131147541,No,-107.5,37.0,0,6,0.0138504155124654,14.2022529044034
TA,T22A,31,30,0.508196721311475,No,-106.9,37.0,0,41,0.07202216066482,13.5285330049067
TA,T23A,23,38,0.377049180327869,No,-106.0,37.0,0,33,0.0664819944598338,13.2902030753757
TA,T24A,7,54,0.114754098360656,Yes,-105.1,37.1,1,7,0.0166204986149584,13.024071044299
TA,T24B,8,53,0.131147540983607,No,-105.4,37.1,0,9,0.0249307479224377,12.106591308151
TA,T25A,53,8,0.868852459016393,Yes,-104.4,37.1,1,169,0.171745152354571,13.4486792834348
TA,T26A,24,37,0.39344262295082,No,-103.6,37.2,0,26,0.0581717451523546,13.6162176552888
TA,T27A,16,45,0.262295081967213,No,-102.7,37.1,0,19,0.0443213296398892,13.7237961965438
TA,T28A,19,42,0.311475409836066,No,-102.1,37.1,0,22,0.0498614958448753,11.0048149254126
TA,T29A,17,44,0.278688524590164,No,-101.3,37.2,0,19,0.0443213296398892,11.0806670072452
TA,T30A,13,48,0.213114754098361,No,-100.5,37.1,0,15,0.03601108033241,10.5989349446428
TA,T31A,12,49,0.19672131147541,No,-99.7,37.1,0,12,0.0304709141274238,15.2701676949202
TA,T32A,10,51,0.163934426229508,Yes,-98.9,37.2,1,11,0.0304709141274238,10.8710032107662
TA,T33A,7,54,0.114754098360656,No,-98.2,37.1,0,7,0.0193905817174515,9.27776516209907
TA,T33K,6,55,0.0983606557377049,No,-133.0,56.8,0,8,0.0193905817174515,10.7849057102385
TA,T34A,8,53,0.131147540983607,Yes,-97.2,37.0,1,15,0.0277008310249307,12.016547087128
TA,T35A,15,46,0.245901639344262,Yes,-96.5,36.9,1,23,0.0304709141274238,11.3216454861142
TA,T35M,33,28,0.540983606557377,Yes,-130.2,57.0,1,58,0.119113573407202,16.7619908540207
TA,T36A,11,50,0.180327868852459,No,-95.9,37.1,0,16,0.0277008310249307,10.083413147171
TA,T37A,10,51,0.163934426229508,Yes,-94.9,37.1,1,16,0.0249307479224377,10.6599907438971
TA,T38A,10,51,0.163934426229508,No,-94.3,37.0,0,14,0.0332409972299169,11.6641637510368
TA,T39A,15,46,0.245901639344262,No,-93.4,37.0,0,17,0.03601108033241,13.9928459436465
TA,T40A,15,46,0.245901639344262,No,-92.5,37.2,0,18,0.038781163434903,17.8590441775022
TA,T41A,14,47,0.229508196721311,No,-91.8,37.0,0,16,0.038781163434903,14.6125648908278
TA,T42A,11,50,0.180327868852459,No,-91.1,37.0,0,14,0.038781163434903,17.5788744908673
TA,T43A,13,48,0.213114754098361,No,-90.3,37.1,0,16,0.038781163434903,16.4534485967363
TA,T44A,10,51,0.163934426229508,No,-89.6,37.1,0,12,0.0277008310249307,16.7777646394272
TA,T45A,14,47,0.229508196721311,No,-88.6,37.0,0,16,0.0443213296398892,19.2961964788236
TA,T46A,13,48,0.213114754098361,No,-87.9,37.0,0,16,0.0415512465373961,22.3387974689014
TA,T47A,16,45,0.262295081967213,No,-87.1,37.0,0,23,0.0498614958448753,19.0966066090565
TA,T48A,15,46,0.245901639344262,No,-86.4,37.1,0,17,0.038781163434903,15.8132794935925
TA,T49A,18,43,0.295081967213115,Yes,-85.5,37.1,1,22,0.0498614958448753,12.3435214586959
TA,T50A,22,39,0.360655737704918,No,-84.8,37.0,0,30,0.0554016620498615,14.4157170720966
TA,T51A,20,41,0.327868852459016,No,-83.9,37.0,0,28,0.0554016620498615,17.008616186669
TA,T52A,15,46,0.245901639344262,No,-83.0,37.1,0,19,0.0415512465373961,15.8919804684898
TA,T53A,19,42,0.311475409836066,No,-82.5,37.0,0,26,0.0443213296398892,14.2336024252468
TA,T54A,21,40,0.344262295081967,No,-81.6,37.1,0,29,0.0581717451523546,14.0003886998486
TA,T55A,14,47,0.229508196721311,No,-80.8,37.1,0,20,0.03601108033241,14.1877493853517
TA,T56A,17,44,0.278688524590164,No,-80.0,37.0,0,23,0.0526315789473684,17.4847874214062
TA,T57A,17,44,0.278688524590164,No,-79.3,37.0,0,23,0.0498614958448753,15.0990096697874
TA,T58A,17,44,0.278688524590164,No,-78.5,36.9,0,24,0.0470914127423823,19.215782133351
TA,T59A,14,47,0.229508196721311,Yes,-77.6,37.0,1,15,0.0304709141274238,19.6106775008148
TA,T60A,18,43,0.295081967213115,No,-76.7,37.1,0,22,0.0415512465373961,14.6724850859688
TA,TASL,12,49,0.19672131147541,No,-106.5,34.9,0,34,0.0332409972299169,8.53409436307541
TA,TASM,11,50,0.180327868852459,Yes,-106.5,34.9,1,35,0.0304709141274238,8.11712315530036
TA,TASN,7,54,0.114754098360656,No,-106.5,34.9,0,30,0.0249307479224377,13.8332605140045
TA,TASO,7,54,0.114754098360656,Yes,-106.5,34.9,1,21,0.0221606648199446,10.3025982767585
TA,TASP,1,60,0.0163934426229508,No,-106.5,34.9,0,2,0.002770083102493,6.99767475447131
TA,TCOL,45,16,0.737704918032787,Yes,-147.9,64.9,1,178,0.185595567867036,15.4333931989189
TA,TFRD,6,55,0.0983606557377049,Yes,-116.6,33.5,1,7,0.0166204986149584,26.6626125911613
TA,TIGA,30,31,0.491803278688525,No,-83.6,31.4,0,48,0.0914127423822715,14.6514060863017
TA,TOLK,53,8,0.868852459016393,No,-149.6,68.6,0,946,0.28808864265928,16.4379203665763
TA,TPFO,52,9,0.852459016393443,No,-116.5,33.6,0,147,0.202216066481994,14.566711444604
TA,TUL1,48,13,0.786885245901639,Yes,-95.8,35.9,1,117,0.14404432132964,12.6640556731641
TA,TUL3,16,45,0.262295081967213,No,-95.8,35.9,0,35,0.038781163434903,14.2462338392313
TA,TVZX,1,60,0.0163934426229508,No,-106.9,34.1,0,1,0.002770083102493,6.53072500608311
TA,U04C,13,48,0.213114754098361,No,-120.8,36.4,0,17,0.0415512465373961,10.0099460630301
TA,U05C,3,58,0.0491803278688525,No,-120.1,36.3,0,3,0.0083102493074792,5.95260232868717
TA,U10A,26,35,0.426229508196721,No,-116.3,36.4,0,43,0.0831024930747922,13.4852684670172
TA,U11A,19,42,0.311475409836066,No,-115.4,36.4,0,29,0.0637119113573407,14.3250651509467
TA,U12A,28,33,0.459016393442623,No,-114.5,36.4,0,48,0.0803324099722992,14.4052056422479
TA,U13A,30,31,0.491803278688525,No,-114.0,36.4,0,51,0.0858725761772853,15.6179218380361
TA,U14A,33,28,0.540983606557377,No,-113.2,36.4,0,52,0.0803324099722992,13.4126399532908
TA,U15A,30,31,0.491803278688525,No,-112.3,36.4,0,45,0.07202216066482,15.5737928253956
TA,U16A,19,42,0.311475409836066,No,-111.1,36.1,0,29,0.0498614958448753,15.5722813871678
TA,U17A,24,37,0.39344262295082,Yes,-110.7,36.6,1,44,0.07202216066482,14.5811628306606
TA,U18A,21,40,0.344262295081967,No,-109.9,36.4,0,34,0.0526315789473684,14.7079140718494
TA,U19A,16,45,0.262295081967213,No,-109.2,36.3,0,21,0.038781163434903,17.9490152217454
TA,U20A,18,43,0.295081967213115,Yes,-108.5,36.4,1,23,0.0470914127423823,13.5905711417588
TA,U21A,20,41,0.327868852459016,No,-107.7,36.4,0,25,0.0554016620498615,13.8762499821779
TA,U22A,21,40,0.344262295081967,Yes,-106.9,36.4,1,26,0.0526315789473684,13.1377632013556
TA,U23A,28,33,0.459016393442623,No,-106.2,36.3,0,40,0.0692520775623269,13.6299694990183
TA,U24A,26,35,0.426229508196721,No,-105.3,36.4,0,38,0.074792243767313,14.8876920226554
TA,U25A,24,37,0.39344262295082,No,-104.4,36.4,0,33,0.0637119113573407,17.2166523421823
TA,U26A,24,37,0.39344262295082,Yes,-103.7,36.4,1,32,0.0609418282548476,14.0647127894381
TA,U27A,13,48,0.213114754098361,No,-102.8,36.4,0,14,0.03601108033241,12.1564599577171
TA,U28A,12,49,0.19672131147541,No,-102.2,36.4,0,15,0.0332409972299169,9.75426912825696
TA,U29A,16,45,0.262295081967213,Yes,-101.3,36.5,1,16,0.03601108033241,12.9741466501007
TA,U30A,12,49,0.19672131147541,No,-100.7,36.5,0,14,0.0304709141274238,9.35404175344249
TA,U31A,12,49,0.19672131147541,No,-99.9,36.4,0,13,0.0277008310249307,10.3738595162042
TA,U32A,14,47,0.229508196721311,No,-99.0,36.4,0,16,0.03601108033241,10.3628135938153
TA,U33A,9,52,0.147540983606557,No,-98.1,36.4,0,9,0.0166204986149584,8.88556548773767
TA,U33K,24,37,0.39344262295082,No,-133.1,56.1,0,36,0.0775623268698061,16.6169319744759
TA,U34A,13,48,0.213114754098361,Yes,-97.5,36.4,1,18,0.0304709141274238,11.0002771660468
TA,U35A,13,48,0.213114754098361,No,-96.7,36.4,0,18,0.0277008310249307,11.0041569007718
TA,U35K,20,41,0.327868852459016,No,-130.0,55.9,0,28,0.0637119113573407,17.3648913379298
TA,U36A,11,50,0.180327868852459,No,-95.7,36.4,0,17,0.0304709141274238,9.3991428460592
TA,U37A,10,51,0.163934426229508,Yes,-95.1,36.4,1,17,0.0304709141274238,14.0131657474172
TA,U38A,9,52,0.147540983606557,No,-94.4,36.4,0,12,0.0277008310249307,11.4602178608402
TA,U39A,11,50,0.180327868852459,No,-93.5,36.4,0,12,0.0249307479224377,17.4836939290118
TA,U40A,45,16,0.737704918032787,Yes,-92.9,36.4,1,78,0.102493074792244,14.5254558356808
TA,U41A,18,43,0.295081967213115,No,-91.9,36.3,0,24,0.0526315789473684,17.9158733001674
TA,U42A,13,48,0.213114754098361,No,-91.2,36.4,0,19,0.0443213296398892,19.3434881788173
TA,U43A,15,46,0.245901639344262,No,-90.4,36.4,0,17,0.0415512465373961,12.6302862407698
TA,U44A,12,49,0.19672131147541,No,-89.7,36.5,0,14,0.0277008310249307,15.0021051212011
TA,U44B,6,55,0.0983606557377049,No,-89.4,36.3,0,6,0.0166204986149584,14.86884796341
TA,U45A,7,54,0.114754098360656,No,-88.8,36.3,0,8,0.0221606648199446,17.8437515700225
TA,U46A,17,44,0.278688524590164,No,-88.2,36.4,0,20,0.0498614958448753,18.2682783281408
TA,U47A,15,46,0.245901639344262,Yes,-87.3,36.4,1,17,0.0415512465373961,16.8261914294919
TA,U48A,15,46,0.245901639344262,No,-86.5,36.5,0,16,0.03601108033241,16.7457897567963
TA,U49A,15,46,0.245901639344262,Yes,-85.8,36.5,1,18,0.0415512465373961,18.8893819974468
TA,U50A,20,41,0.327868852459016,No,-84.8,36.4,0,28,0.0498614958448753,16.2518690758641
TA,U51A,14,47,0.229508196721311,No,-84.0,36.4,0,16,0.03601108033241,18.4052614757882
TA,U52A,11,50,0.180327868852459,No,-83.4,36.4,0,13,0.0332409972299169,17.5557969811698
TA,U53A,12,49,0.19672131147541,No,-82.6,36.4,0,16,0.0332409972299169,16.0632733074589
TA,U54A,15,46,0.245901639344262,No,-81.8,36.5,0,18,0.0443213296398892,16.053100144167
TA,U55A,18,43,0.295081967213115,No,-81.0,36.5,0,23,0.0526315789473684,14.0645310199182
TA,U56A,10,51,0.163934426229508,No,-80.4,36.3,0,10,0.0249307479224377,14.7384848551442
TA,U57A,14,47,0.229508196721311,No,-79.3,36.4,0,17,0.03601108033241,18.6454101502312
TA,U58A,19,42,0.311475409836066,No,-78.5,36.4,0,27,0.0498614958448753,14.494639583319
TA,U59A,19,42,0.311475409836066,No,-77.8,36.4,0,23,0.0415512465373961,14.5606280438853
TA,U60A,19,42,0.311475409836066,No,-77.2,36.5,0,26,0.0498614958448753,15.3763527440826
TA,U61A,14,47,0.229508196721311,No,-76.4,36.3,0,17,0.038781163434903,13.0113557383019
TA,V03C,22,39,0.360655737704918,No,-121.2,36.0,0,31,0.0664819944598338,13.5911847830033
TA,V04C,6,55,0.0983606557377049,No,-120.9,35.6,0,7,0.0193905817174515,8.15813666566029
TA,V05C,6,55,0.0983606557377049,No,-119.9,35.9,0,6,0.0138504155124654,8.62922042933719
TA,V11A,32,29,0.524590163934426,No,-115.4,35.8,0,49,0.0858725761772853,14.3312218610009
TA,V12A,27,34,0.442622950819672,No,-114.9,35.7,0,43,0.07202216066482,14.2195588122532
TA,V13A,24,37,0.39344262295082,No,-114.0,35.9,0,35,0.0581717451523546,14.2817588827444
TA,V14A,25,36,0.409836065573771,Yes,-113.1,35.6,1,42,0.0692520775623269,16.683577342456
TA,V15A,26,35,0.426229508196721,Yes,-112.2,35.8,1,44,0.0609418282548476,17.6989128495219
TA,V17A,12,49,0.19672131147541,No,-110.8,35.6,0,18,0.0332409972299169,16.2094033921766
TA,V18A,20,41,0.327868852459016,No,-109.9,35.7,0,27,0.0526315789473684,14.3899508895453
TA,V19A,21,40,0.344262295081967,No,-109.0,35.7,0,36,0.0498614958448753,15.6693856214324
TA,V20A,19,42,0.311475409836066,No,-108.5,35.8,0,26,0.0526315789473684,13.0752087306287
TA,V21A,21,40,0.344262295081967,No,-107.6,35.8,0,25,0.0470914127423823,14.0242088327038
TA,V22A,18,43,0.295081967213115,No,-106.9,35.9,0,28,0.0554016620498615,14.8727173379264
TA,V23A,15,46,0.245901639344262,No,-106.2,35.7,0,19,0.0443213296398892,12.5001569242172
TA,V24A,25,36,0.409836065573771,No,-105.3,35.7,0,35,0.0664819944598338,15.8588261814888
TA,V25A,28,33,0.459016393442623,No,-104.6,35.8,0,40,0.074792243767313,14.4732921895039
TA,V26A,22,39,0.360655737704918,No,-103.8,35.8,0,24,0.0526315789473684,11.6018951166928
TA,V27A,14,47,0.229508196721311,No,-102.8,35.8,0,15,0.038781163434903,10.7088116835858
TA,V28A,14,47,0.229508196721311,No,-102.2,35.8,0,16,0.038781163434903,9.46573187034011
TA,V29A,19,42,0.311475409836066,No,-101.5,35.9,0,23,0.0581717451523546,13.0626008651759
TA,V30A,13,48,0.213114754098361,No,-100.7,35.8,0,18,0.03601108033241,10.4981488324285
TA,V31A,7,54,0.114754098360656,No,-99.8,35.8,0,9,0.0193905817174515,15.4383164135484
TA,V32A,9,52,0.147540983606557,No,-99.0,35.7,0,10,0.0249307479224377,10.2263086713946
TA,V33A,8,53,0.131147540983607,No,-98.3,35.8,0,8,0.0221606648199446,10.4962585626195
TA,V34A,7,54,0.114754098360656,No,-97.5,35.8,0,9,0.0193905817174515,13.2700472737034
TA,V35A,10,51,0.163934426229508,No,-96.8,35.8,0,13,0.0277008310249307,8.20592000896174
TA,V35K,22,39,0.360655737704918,No,-131.6,55.3,0,29,0.0692520775623269,21.2132141226362
TA,V36A,8,53,0.131147540983607,No,-95.9,35.8,0,17,0.0304709141274238,11.1985102252234
TA,V37A,9,52,0.147540983606557,No,-95.1,35.9,0,17,0.03601108033241,12.1155223185057
TA,V38A,13,48,0.213114754098361,No,-94.4,35.9,0,13,0.0221606648199446,12.4042471361576
TA,V39A,20,41,0.327868852459016,No,-93.6,35.8,0,25,0.0498614958448753,14.5661273127524
TA,V40A,17,44,0.278688524590164,No,-92.8,35.8,0,21,0.0415512465373961,16.5283504909678
TA,V41A,14,47,0.229508196721311,No,-92.2,35.8,0,16,0.0277008310249307,10.3242598246958
TA,V42A,14,47,0.229508196721311,No,-91.4,35.8,0,16,0.038781163434903,13.8632647554999
TA,V43A,6,55,0.0983606557377049,No,-90.5,35.8,0,7,0.0166204986149584,23.3379186729532
TA,V44A,5,56,0.0819672131147541,No,-89.9,35.8,0,6,0.0166204986149584,12.5098203631138
TA,V45A,10,51,0.163934426229508,No,-89.0,35.7,0,12,0.0277008310249307,15.9443630897981
TA,V46A,11,50,0.180327868852459,No,-88.1,35.8,0,13,0.0304709141274238,18.9136696604883
TA,V47A,15,46,0.245901639344262,No,-87.5,35.8,0,18,0.0443213296398892,18.5481231280825
TA,V48A,19,42,0.311475409836066,No,-86.8,35.7,0,22,0.0443213296398892,17.7769089930245
TA,V49A,20,41,0.327868852459016,No,-85.9,35.8,0,22,0.0498614958448753,15.1023437542894
TA,V50A,17,44,0.278688524590164,No,-85.1,35.7,0,21,0.0415512465373961,17.4938976520208
TA,V51A,15,46,0.245901639344262,No,-84.4,35.8,0,19,0.0415512465373961,19.2523163380087
TA,V52A,21,40,0.344262295081967,No,-83.6,35.8,0,24,0.0498614958448753,16.1043044897305
TA,V53A,16,45,0.262295081967213,No,-82.8,35.7,0,21,0.0443213296398892,16.1934277131503
TA,V54A,19,42,0.311475409836066,No,-81.9,35.8,0,23,0.0498614958448753,15.1899453641578
TA,V55A,20,41,0.327868852459016,No,-81.2,35.9,0,24,0.0470914127423823,14.3585894995092
TA,V56A,21,40,0.344262295081967,No,-80.5,35.8,0,26,0.0526315789473684,19.119428570422
TA,V57A,19,42,0.311475409836066,Yes,-79.8,35.9,1,24,0.0415512465373961,18.0777675357527
TA,V58A,12,49,0.19672131147541,No,-79.1,35.8,0,15,0.0304709141274238,15.1371697473098
TA,V59A,19,42,0.311475409836066,Yes,-78.2,35.8,1,26,0.0443213296398892,18.2893448022918
TA,V60A,16,45,0.262295081967213,No,-77.3,35.8,0,18,0.0415512465373961,15.5253341141957
TA,V61A,9,52,0.147540983606557,No,-76.6,35.8,0,9,0.0249307479224377,12.0600003926881
TA,V62A,1,60,0.0163934426229508,No,-76.0,35.6,0,1,0.002770083102493,13.8073250316946
TA,W12A,25,36,0.409836065573771,No,-114.9,35.3,0,37,0.07202216066482,16.0123498539658
TA,W13A,38,23,0.622950819672131,No,-113.9,35.1,0,66,0.116343490304709,19.8768683640209
TA,W14A,30,31,0.491803278688525,No,-113.1,35.2,0,44,0.07202216066482,16.4747337172796
TA,W15A,18,43,0.295081967213115,No,-112.3,35.2,0,28,0.0526315789473684,13.6271021276735
TA,W16A,24,37,0.39344262295082,No,-111.5,35.1,0,37,0.0609418282548476,14.0713144460813
TA,W17A,22,39,0.360655737704918,No,-110.7,35.1,0,35,0.0498614958448753,13.1569545822553
TA,W18A,58,3,0.950819672131147,No,-109.7,35.1,0,245,0.224376731301939,14.6701196939063
TA,W19A,24,37,0.39344262295082,No,-109.4,35.1,0,40,0.0664819944598338,17.3191544808316
TA,W20A,26,35,0.426229508196721,Yes,-108.5,35.1,1,38,0.0692520775623269,17.2411964220075
TA,W21A,23,38,0.377049180327869,No,-107.6,35.1,0,28,0.0581717451523546,13.8205802614238
TA,W22A,9,52,0.147540983606557,Yes,-106.9,35.1,1,9,0.0166204986149584,13.3398683501639
TA,W23A,29,32,0.475409836065574,No,-106.2,35.2,0,41,0.0831024930747922,16.0131197007322
TA,W24A,26,35,0.426229508196721,Yes,-105.4,35.2,1,35,0.07202216066482,16.6793991767861
TA,W25A,25,36,0.409836065573771,Yes,-104.5,35.2,1,31,0.0637119113573407,14.4502369638936
TA,W26A,21,40,0.344262295081967,No,-103.8,35.1,0,28,0.0554016620498615,14.7748390693203
TA,W27A,19,42,0.311475409836066,No,-103.1,35.1,0,22,0.0443213296398892,16.3298636343091
TA,W28A,14,47,0.229508196721311,No,-102.2,35.3,0,17,0.03601108033241,14.7927815579738
TA,W29A,17,44,0.278688524590164,No,-101.6,35.1,0,18,0.0443213296398892,13.4752488385746
TA,W30A,6,55,0.0983606557377049,No,-100.6,35.2,0,7,0.0166204986149584,12.1099109734688
TA,W31A,13,48,0.213114754098361,No,-99.9,35.2,0,17,0.03601108033241,10.7849124946761
TA,W32A,13,48,0.213114754098361,No,-99.2,35.1,0,15,0.0249307479224377,16.0844494993602
TA,W33A,13,48,0.213114754098361,No,-98.5,35.2,0,14,0.0249307479224377,12.7796793575769
TA,W34A,6,55,0.0983606557377049,Yes,-97.8,35.2,1,6,0.0110803324099723,9.61147541485928
TA,W35A,10,51,0.163934426229508,No,-96.9,35.2,0,13,0.0304709141274238,10.6876952660842
TA,W36A,8,53,0.131147540983607,No,-96.2,35.1,0,10,0.0193905817174515,14.1498240523186
TA,W37A,6,55,0.0983606557377049,No,-95.4,35.1,0,6,0.0166204986149584,14.4143913678366
TA,W37B,2,59,0.0327868852459016,No,-95.4,35.1,0,3,0.0055401662049861,14.2090194567857
TA,W38A,9,52,0.147540983606557,No,-94.5,35.1,0,10,0.0249307479224377,11.8712140127481
TA,W39A,34,27,0.557377049180328,Yes,-93.8,35.2,1,65,0.102493074792244,11.9865021512917
TA,W40A,15,46,0.245901639344262,No,-93.1,35.2,0,17,0.03601108033241,13.3289608164749
TA,W41A,2,59,0.0327868852459016,Yes,-92.2,35.2,1,2,0.0055401662049861,20.8596358571054
TA,W41B,33,28,0.540983606557377,No,-92.2,35.2,0,54,0.0969529085872576,17.3797145950868
TA,W42A,9,52,0.147540983606557,No,-91.5,35.3,0,10,0.0277008310249307,19.1268059614593
TA,W43A,4,57,0.0655737704918033,No,-90.7,35.1,0,4,0.0110803324099723,15.1045946882926
TA,W44A,6,55,0.0983606557377049,No,-89.8,35.1,0,7,0.0166204986149584,15.3317209876038
TA,W45A,9,52,0.147540983606557,No,-89.2,35.2,0,12,0.0277008310249307,20.6810830786494
TA,W46A,14,47,0.229508196721311,No,-88.4,35.1,0,20,0.0470914127423823,14.2625402802002
TA,W47A,12,49,0.19672131147541,No,-87.6,35.3,0,16,0.03601108033241,18.8831632492912
TA,W48A,13,48,0.213114754098361,No,-86.9,35.1,0,15,0.0332409972299169,23.1576074646393
TA,W49A,18,43,0.295081967213115,No,-86.3,35.1,0,19,0.0443213296398892,19.8579225264267
TA,W50A,18,43,0.295081967213115,Yes,-85.3,35.2,1,23,0.0443213296398892,16.254090547929
TA,W51A,11,50,0.180327868852459,No,-84.8,35.2,0,13,0.0277008310249307,20.4411392344517
TA,W52A,15,46,0.245901639344262,No,-83.9,35.1,0,17,0.0332409972299169,15.8314734919295
TA,W53A,12,49,0.19672131147541,No,-83.2,35.2,0,14,0.0304709141274238,16.8402883254563
TA,W54A,23,38,0.377049180327869,No,-82.2,35.1,0,28,0.0554016620498615,14.8998360467832
TA,W56A,19,42,0.311475409836066,Yes,-80.6,35.1,1,25,0.0498614958448753,14.6141109607187
TA,W57A,12,49,0.19672131147541,No,-80.0,35.2,0,12,0.0304709141274238,21.5577651635986
TA,W58A,19,42,0.311475409836066,Yes,-79.2,35.0,1,23,0.0415512465373961,20.1811795915782
TA,W59A,18,43,0.295081967213115,No,-78.4,35.2,0,20,0.0443213296398892,16.6611554881214
TA,W60A,16,45,0.262295081967213,No,-77.7,35.1,0,19,0.0415512465373961,13.7565528838379
TA,W61A,10,51,0.163934426229508,No,-77.0,35.2,0,11,0.0221606648199446,12.5765807513148
TA,WHTX,49,12,0.80327868852459,Yes,-97.5,32.0,1,127,0.149584487534626,14.5437375926707
TA,X13A,24,37,0.39344262295082,No,-113.8,34.6,0,39,0.0775623268698061,14.7835296181827
TA,X14A,28,33,0.459016393442623,Yes,-112.9,34.5,1,50,0.0886426592797784,15.5507738687097
TA,X15A,25,36,0.409836065573771,No,-112.2,34.5,0,47,0.0692520775623269,14.7175167252922
TA,X16A,31,30,0.508196721311475,No,-111.4,34.4,0,53,0.0941828254847645,14.8135019650997
TA,X17A,11,50,0.180327868852459,No,-110.8,34.3,0,12,0.0249307479224377,10.9830803118315
TA,X18A,40,21,0.655737704918033,No,-110.0,34.5,0,68,0.10803324099723,14.642275948249
TA,X19A,25,36,0.409836065573771,No,-109.3,34.4,0,44,0.0554016620498615,15.8600852524039
TA,X20A,24,37,0.39344262295082,No,-108.5,34.5,0,35,0.0581717451523546,14.3015524321613
TA,X21A,28,33,0.459016393442623,No,-107.8,34.4,0,39,0.074792243767313,14.1222694621398
TA,X22A,15,46,0.245901639344262,No,-107.0,34.5,0,17,0.0332409972299169,12.2188695832877
TA,X23A,25,36,0.409836065573771,No,-106.2,34.6,0,32,0.0637119113573407,15.897359000096
TA,X24A,23,38,0.377049180327869,No,-105.4,34.6,0,27,0.0554016620498615,14.8587856336334
TA,X25A,25,36,0.409836065573771,No,-104.7,34.5,0,31,0.0637119113573407,14.2504887265105
TA,X26A,21,40,0.344262295081967,No,-103.8,34.6,0,28,0.0609418282548476,14.2978571351397
TA,X27A,20,41,0.327868852459016,No,-103.1,34.6,0,25,0.0526315789473684,14.9225604022631
TA,X28A,15,46,0.245901639344262,No,-102.2,34.5,0,21,0.0415512465373961,11.9181437132143
TA,X29A,15,46,0.245901639344262,No,-101.7,34.4,0,16,0.03601108033241,12.462114981073
TA,X30A,16,45,0.262295081967213,No,-100.9,34.4,0,19,0.0470914127423823,14.4042773384477
TA,X31A,11,50,0.180327868852459,No,-100.0,34.6,0,15,0.03601108033241,8.60747118341187
TA,X32A,15,46,0.245901639344262,No,-99.3,34.4,0,17,0.0304709141274238,11.7298373496818
TA,X33A,9,52,0.147540983606557,No,-98.5,34.5,0,11,0.0221606648199446,12.2714896371046
TA,X34A,11,50,0.180327868852459,No,-97.8,34.6,0,11,0.0249307479224377,9.82593884961298
TA,X35A,9,52,0.147540983606557,No,-97.0,34.4,0,13,0.0249307479224377,17.4844324643124
TA,X36A,9,52,0.147540983606557,No,-96.4,34.6,0,10,0.0221606648199446,12.2067569038168
TA,X37A,9,52,0.147540983606557,No,-95.4,34.6,0,10,0.0166204986149584,12.0967886955599
TA,X38A,11,50,0.180327868852459,Yes,-94.8,34.7,1,12,0.0193905817174515,12.6073989592349
TA,X39A,18,43,0.295081967213115,No,-94.1,34.5,0,23,0.0498614958448753,13.4706486434491
TA,X40A,33,28,0.540983606557377,No,-92.8,34.5,0,50,0.0941828254847645,14.4700307109785
TA,X41A,10,51,0.163934426229508,No,-92.5,34.5,0,16,0.0304709141274238,25.571326891642
TA,X42A,6,55,0.0983606557377049,No,-91.6,34.6,0,6,0.0166204986149584,13.9158629985566
TA,X43A,14,47,0.229508196721311,No,-90.9,34.5,0,18,0.0443213296398892,13.1302790853572
TA,X44A,8,53,0.131147540983607,No,-90.1,34.5,0,10,0.0249307479224377,15.7737625751882
TA,X45A,14,47,0.229508196721311,No,-89.4,34.4,0,16,0.038781163434903,15.8819840945825
TA,X46A,17,44,0.278688524590164,No,-88.6,34.6,0,21,0.0526315789473684,17.6549854823984
TA,X47A,10,51,0.163934426229508,No,-87.9,34.5,0,13,0.0277008310249307,12.7896551140708
TA,X48A,21,40,0.344262295081967,No,-87.0,34.5,0,28,0.0609418282548476,12.210864024472
