Network,Station,CoveredEpicentralDistances,UncoveredEpicentralDistances,EpiDistRatio,Accepted,faceLon,faceLat,AcceptedNumeric,nrec,BazRatio,AvgSNR
TA,334A,19,42,0.311475409836066,No,-98.2,31.3,0,32,0.0498614958448753,13.28667987429
TA,335A,18,43,0.295081967213115,No,-97.4,31.3,0,20,0.03601108033241,18.8739095591759
TA,336A,16,45,0.262295081967213,No,-96.8,31.4,0,20,0.0332409972299169,15.5578139965079
TA,337A,16,45,0.262295081967213,No,-95.9,31.3,0,18,0.0332409972299169,12.0006377280126
TA,338A,15,46,0.245901639344262,No,-95.3,31.4,0,17,0.0304709141274238,13.2873852538698
TA,339A,14,47,0.229508196721311,No,-94.6,31.3,0,17,0.0277008310249307,13.1664684238366
TA,340A,11,50,0.180327868852459,No,-93.9,31.4,0,15,0.0332409972299169,10.5348631660177
TA,341A,6,55,0.0983606557377049,No,-93.2,31.3,0,6,0.0166204986149584,11.6580783683755
TA,342A,8,53,0.131147540983607,No,-92.3,31.4,0,9,0.0221606648199446,9.76911602678645
TA,343A,2,59,0.0327868852459016,No,-91.6,31.3,0,2,0.0055401662049861,10.3033988914246
TA,344A,3,58,0.0491803278688525,No,-90.7,31.5,0,3,0.0083102493074792,16.1896110899825
TA,345A,4,57,0.0655737704918033,No,-90.0,31.3,0,4,0.0110803324099723,18.3144606923015
TA,346A,5,56,0.0819672131147541,No,-89.5,31.4,0,5,0.0138504155124654,15.5856285338806
TA,347A,3,58,0.0491803278688525,No,-88.5,31.4,0,3,0.0083102493074792,34.2848114070127
TA,348A,9,52,0.147540983606557,No,-87.9,31.4,0,11,0.0277008310249307,12.801204722878
TA,349A,8,53,0.131147540983607,No,-87.2,31.4,0,8,0.0193905817174515,21.2064149966302
TA,350A,7,54,0.114754098360656,No,-86.3,31.4,0,8,0.0193905817174515,23.6884079770383
TA,351A,6,55,0.0983606557377049,No,-85.6,31.3,0,7,0.0166204986149584,19.7742391455189
TA,352A,8,53,0.131147540983607,No,-84.9,31.5,0,9,0.0221606648199446,16.942690993911
TA,353A,9,52,0.147540983606557,No,-84.2,31.3,0,10,0.0249307479224377,21.9454088111325
TA,355A,10,51,0.163934426229508,No,-82.9,31.3,0,10,0.0221606648199446,18.2609522188231
TA,356A,10,51,0.163934426229508,No,-82.1,31.3,0,11,0.0249307479224377,18.9131446197124
TA,357A,4,57,0.0655737704918033,No,-81.5,31.4,0,5,0.0110803324099723,14.9618166771876
TA,425A,22,39,0.360655737704918,No,-105.0,30.8,0,30,0.0581717451523546,16.2598675814068
TA,426A,19,42,0.311475409836066,No,-104.0,30.7,0,24,0.0498614958448753,14.9285810087837
TA,427A,19,42,0.311475409836066,No,-103.4,30.8,0,26,0.0526315789473684,16.882585481778
TA,428A,20,41,0.327868852459016,No,-102.7,30.7,0,27,0.0498614958448753,15.5502886200093
TA,429A,19,42,0.311475409836066,No,-101.9,30.6,0,21,0.0554016620498615,13.9318123477014
TA,430A,15,46,0.245901639344262,No,-101.2,30.8,0,17,0.038781163434903,13.5486614110894
TA,431A,23,38,0.377049180327869,No,-100.6,30.7,0,30,0.0664819944598338,16.4724507117088
TA,432A,26,35,0.426229508196721,No,-99.8,30.9,0,29,0.0664819944598338,15.6457494961888
TA,433A,17,44,0.278688524590164,No,-99.1,30.8,0,20,0.0443213296398892,16.996796153102
TA,434A,23,38,0.377049180327869,No,-98.3,30.8,0,34,0.0498614958448753,16.9652862779331
TA,435B,50,11,0.819672131147541,Yes,-97.6,30.8,1,114,0.157894736842105,14.1171782006883
TA,436A,11,50,0.180327868852459,No,-96.8,30.8,0,12,0.0221606648199446,13.9749348282316
TA,437A,1,60,0.0163934426229508,No,-96.1,30.8,0,1,0.002770083102493,5.10478188422723
TA,438A,15,46,0.245901639344262,No,-95.5,30.8,0,15,0.0304709141274238,9.44423518259196
TA,439A,11,50,0.180327868852459,No,-94.8,30.8,0,12,0.0193905817174515,9.53961768070652
TA,440A,8,53,0.131147540983607,No,-94.0,30.7,0,9,0.0221606648199446,7.99072584786571
TA,441A,4,57,0.0655737704918033,No,-93.2,30.7,0,4,0.0110803324099723,9.62579550745481
TA,442A,6,55,0.0983606557377049,No,-92.4,30.7,0,6,0.0166204986149584,13.8754451185916
TA,443A,6,55,0.0983606557377049,No,-91.8,30.8,0,6,0.0166204986149584,11.4813600840653
TA,444A,6,55,0.0983606557377049,No,-90.7,30.7,0,6,0.0166204986149584,15.7620000481069
TA,445A,6,55,0.0983606557377049,No,-90.3,30.7,0,6,0.0166204986149584,16.4841339087835
TA,446A,7,54,0.114754098360656,No,-89.4,30.8,0,7,0.0193905817174515,11.4620301556686
TA,447A,4,57,0.0655737704918033,No,-88.7,30.8,0,5,0.0138504155124654,14.6735857533108
TA,448A,2,59,0.0327868852459016,Yes,-87.9,30.9,1,2,0.0055401662049861,22.2225209958807
TA,449A,4,57,0.0655737704918033,No,-87.2,30.8,0,5,0.0110803324099723,17.1203960719878
TA,450A,5,56,0.0819672131147541,Yes,-86.6,30.8,1,6,0.0138504155124654,19.377423125342
TA,451A,5,56,0.0819672131147541,No,-85.7,30.6,0,6,0.0138504155124654,26.0424703028173
TA,452A,5,56,0.0819672131147541,No,-85.2,30.8,0,6,0.0138504155124654,31.1900804051753
TA,453A,6,55,0.0983606557377049,No,-84.3,30.9,0,7,0.0166204986149584,17.2726730015117
TA,454A,7,54,0.114754098360656,No,-83.6,30.7,0,9,0.0193905817174515,17.5277165716479
TA,455A,7,54,0.114754098360656,No,-83.0,30.7,0,8,0.0193905817174515,16.8104041977644
TA,456A,4,57,0.0655737704918033,No,-82.0,30.7,0,5,0.0110803324099723,24.8006635395758
TA,457A,4,57,0.0655737704918033,No,-81.6,30.6,0,5,0.0110803324099723,14.5687115097766
TA,526A,23,38,0.377049180327869,No,-104.1,30.1,0,28,0.0609418282548476,12.545966300918
TA,527A,21,40,0.344262295081967,No,-103.6,30.1,0,26,0.0526315789473684,15.3486699669478
TA,528A,20,41,0.327868852459016,No,-102.8,30.2,0,25,0.0581717451523546,13.736046055344
TA,529A,21,40,0.344262295081967,No,-102.2,30.1,0,24,0.0637119113573407,12.5961365443787
TA,530A,25,36,0.409836065573771,No,-101.3,30.1,0,36,0.07202216066482,14.9867958372084
TA,531A,18,43,0.295081967213115,No,-100.5,30.2,0,24,0.0498614958448753,16.0550581413778
TA,532A,19,42,0.311475409836066,No,-99.9,30.1,0,24,0.0498614958448753,17.5690632191156
TA,533A,16,45,0.262295081967213,No,-99.0,30.1,0,19,0.03601108033241,17.1530970185549
TA,534A,23,38,0.377049180327869,No,-98.5,30.0,0,32,0.0664819944598338,17.364879073079
TA,535A,15,46,0.245901639344262,No,-97.6,30.0,0,17,0.0332409972299169,17.759327925336
TA,536A,13,48,0.213114754098361,No,-97.1,30.1,0,14,0.0304709141274238,12.4483803135518
TA,537A,12,49,0.19672131147541,No,-96.3,30.1,0,13,0.0249307479224377,11.2079509724589
TA,538A,9,52,0.147540983606557,No,-95.5,30.2,0,10,0.0166204986149584,8.5102131514863
TA,539A,1,60,0.0163934426229508,No,-94.7,30.1,0,1,0.002770083102493,5.75400841787496
TA,540A,2,59,0.0327868852459016,Yes,-94.0,30.2,1,2,0.0055401662049861,8.62076334876205
TA,541A,2,59,0.0327868852459016,No,-93.2,30.1,0,2,0.0055401662049861,14.9482753532892
TA,542A,3,58,0.0491803278688525,No,-92.6,30.1,0,3,0.0083102493074792,18.0972531753233
TA,543A,1,60,0.0163934426229508,No,-91.9,30.1,0,1,0.002770083102493,7.88895440260556
TA,544A,5,56,0.0819672131147541,No,-91.2,30.1,0,5,0.0138504155124654,8.12926918353407
TA,545A,1,60,0.0163934426229508,No,-90.5,30.0,0,1,0.002770083102493,5.70901452195747
TA,546A,4,57,0.0655737704918033,No,-89.7,30.2,0,4,0.0110803324099723,7.02762293944885
TA,552A,4,57,0.0655737704918033,Yes,-85.3,30.1,1,4,0.0083102493074792,21.4459506537524
TA,553A,8,53,0.131147540983607,No,-84.4,30.2,0,9,0.0193905817174515,11.7010005523673
TA,554A,6,55,0.0983606557377049,No,-83.7,30.1,0,7,0.0166204986149584,14.913011522823
TA,555A,9,52,0.147540983606557,No,-83.0,30.1,0,9,0.0221606648199446,11.7756213228201
TA,556A,10,51,0.163934426229508,No,-82.4,30.0,0,12,0.0332409972299169,15.2310662447939
TA,557A,4,57,0.0655737704918033,No,-81.7,30.0,0,4,0.0083102493074792,10.9186954252811
TA,626A,25,36,0.409836065573771,No,-104.1,29.6,0,31,0.0664819944598338,15.5474423209051
TA,627A,23,38,0.377049180327869,No,-103.4,29.5,0,32,0.0609418282548476,15.9838564947595
TA,628A,25,36,0.409836065573771,No,-102.9,29.5,0,30,0.0581717451523546,18.0788090368047
TA,631A,26,35,0.426229508196721,No,-100.6,29.4,0,33,0.0609418282548476,15.8168919654138
TA,632A,23,38,0.377049180327869,No,-99.8,29.5,0,27,0.0554016620498615,16.7675780497674
TA,633A,17,44,0.278688524590164,No,-99.2,29.5,0,20,0.038781163434903,20.5295473846388
TA,634A,12,49,0.19672131147541,No,-98.4,29.4,0,12,0.0249307479224377,13.0504051017021
TA,635A,16,45,0.262295081967213,No,-97.8,29.4,0,19,0.03601108033241,12.9561516794259
TA,636A,17,44,0.278688524590164,Yes,-97.1,29.5,1,20,0.038781163434903,11.4306505749567
TA,637A,6,55,0.0983606557377049,No,-96.3,29.4,0,6,0.0138504155124654,7.86984096542593
TA,638A,2,59,0.0327868852459016,Yes,-95.4,29.4,1,2,0.0055401662049861,17.4036059447167
TA,645A,6,55,0.0983606557377049,No,-90.6,29.5,0,6,0.0138504155124654,8.59665058005095
TA,646A,4,57,0.0655737704918033,No,-89.8,29.6,0,4,0.0110803324099723,6.82363617933508
TA,655A,6,55,0.0983606557377049,No,-83.3,29.5,0,6,0.0138504155124654,16.8006662750558
TA,656A,4,57,0.0655737704918033,No,-82.5,29.4,0,4,0.0110803324099723,14.8076950083141
TA,657A,5,56,0.0819672131147541,No,-81.9,29.6,0,5,0.0138504155124654,10.470371822636
TA,658A,4,57,0.0655737704918033,No,-81.3,29.4,0,4,0.0110803324099723,10.8158949190027
TA,732A,25,36,0.409836065573771,No,-100.0,28.7,0,31,0.0664819944598338,12.9297597405071
TA,733A,15,46,0.245901639344262,No,-99.3,28.7,0,17,0.038781163434903,15.4552762018543
TA,734A,16,45,0.262295081967213,No,-98.6,28.8,0,17,0.0415512465373961,11.53552170021
TA,735A,13,48,0.213114754098361,No,-97.8,28.9,0,13,0.0249307479224377,10.8991423589327
TA,736A,14,47,0.229508196721311,No,-97.1,29.0,0,14,0.0277008310249307,11.5772392791793
TA,737A,3,58,0.0491803278688525,Yes,-96.4,28.8,1,3,0.0083102493074792,8.0147407902906
TA,738A,3,58,0.0491803278688525,No,-95.6,28.8,0,3,0.0083102493074792,13.4847068054445
TA,757A,8,53,0.131147540983607,No,-82.1,28.9,0,8,0.0221606648199446,11.8453258624894
TA,758A,4,57,0.0655737704918033,No,-81.2,29.0,0,4,0.0110803324099723,11.778490016997
TA,832A,19,42,0.311475409836066,No,-100.0,28.3,0,28,0.0470914127423823,12.5236348406325
TA,833A,46,15,0.754098360655738,No,-99.4,28.3,0,116,0.157894736842105,12.8224661548349
TA,834A,10,51,0.163934426229508,No,-98.6,28.1,0,11,0.0277008310249307,13.0032366000426
TA,835A,10,51,0.163934426229508,No,-97.8,28.3,0,11,0.0277008310249307,11.2557980233392
TA,857A,2,59,0.0327868852459016,No,-82.2,28.3,0,2,0.0055401662049861,15.1627564284191
TA,858A,3,58,0.0491803278688525,No,-81.4,28.2,0,3,0.0083102493074792,16.0707613727127
TA,859A,6,55,0.0983606557377049,No,-80.9,28.1,0,7,0.0166204986149584,9.04617462605381
TA,933A,15,46,0.245901639344262,No,-99.3,27.6,0,18,0.0415512465373961,11.7243022640471
TA,934A,12,49,0.19672131147541,No,-98.5,27.6,0,12,0.0304709141274238,12.2550509151605
TA,936A,2,59,0.0327868852459016,No,-97.3,27.4,0,2,0.0055401662049861,13.2616566510771
TA,957A,2,59,0.0327868852459016,No,-82.2,27.7,0,2,0.0055401662049861,11.300462290883
TA,958A,3,58,0.0491803278688525,No,-81.8,27.6,0,3,0.0083102493074792,10.5113227713303
TA,959A,1,60,0.0163934426229508,No,-80.9,27.5,0,1,0.002770083102493,18.6778346551986
TA,A04A,19,42,0.311475409836066,No,-122.7,48.7,0,23,0.0526315789473684,14.5549308782037
TA,A05A,25,36,0.409836065573771,No,-122.1,49.0,0,33,0.0581717451523546,15.2297402151389
TA,A06A,20,41,0.327868852459016,No,-121.5,49.1,0,24,0.0498614958448753,12.2476527331691
TA,A07A,16,45,0.262295081967213,No,-120.4,49.0,0,20,0.0415512465373961,16.1240408409494
TA,A08A,11,50,0.180327868852459,Yes,-119.3,49.0,1,15,0.0304709141274238,14.134887341996
TA,A09A,17,44,0.278688524590164,No,-118.6,49.0,0,24,0.0498614958448753,15.2864434272976
TA,A10A,14,47,0.229508196721311,No,-117.6,49.0,0,17,0.0332409972299169,14.4652755941942
TA,A11A,19,42,0.311475409836066,No,-116.4,49.0,0,22,0.0498614958448753,21.534383308364
TA,A12A,31,30,0.508196721311475,No,-115.7,48.9,0,50,0.0831024930747922,15.7415074396679
TA,A13A,23,38,0.377049180327869,No,-114.4,48.9,0,41,0.0803324099722992,15.8182767912425
TA,A14A,24,37,0.39344262295082,Yes,-113.4,49.0,1,28,0.0637119113573407,12.7639115164714
TA,A15A,26,35,0.426229508196721,No,-112.7,49.0,0,32,0.0609418282548476,13.067415499569
TA,A16A,29,32,0.475409836065574,No,-111.6,48.9,0,37,0.0664819944598338,14.5762225523779
TA,A17A,22,39,0.360655737704918,No,-110.7,48.9,0,25,0.0581717451523546,12.7898815817462
TA,A18A,18,43,0.295081967213115,No,-109.8,48.9,0,21,0.0498614958448753,14.204942213209
TA,A19A,18,43,0.295081967213115,No,-108.7,48.9,0,20,0.0470914127423823,11.097804408566
TA,A19K,34,27,0.557377049180328,No,-161.1,70.2,0,43,0.0941828254847645,13.8346629797399
TA,A20A,17,44,0.278688524590164,No,-107.9,48.9,0,18,0.0443213296398892,11.6589301174334
TA,A21A,17,44,0.278688524590164,No,-106.9,49.0,0,18,0.0470914127423823,10.4547697740033
TA,A21K,46,15,0.754098360655738,No,-156.6,71.3,0,127,0.182825484764543,14.6126519943032
TA,A22A,14,47,0.229508196721311,No,-105.9,49.0,0,14,0.0332409972299169,10.9708065342997
TA,A22K,42,19,0.688524590163934,No,-155.0,71.0,0,71,0.132963988919668,12.1639442049292
TA,A23A,12,49,0.19672131147541,No,-104.9,49.0,0,13,0.0332409972299169,10.8669559314801
TA,A24A,9,52,0.147540983606557,No,-104.0,48.9,0,10,0.0221606648199446,7.78097201087476
TA,A25A,16,45,0.262295081967213,No,-103.1,48.9,0,17,0.0332409972299169,9.81097971924356
TA,A26A,12,49,0.19672131147541,No,-102.0,48.9,0,14,0.0277008310249307,8.04247067335042
TA,A27A,16,45,0.262295081967213,Yes,-101.2,49.0,1,17,0.0415512465373961,12.0568482360518
TA,A28A,5,56,0.0819672131147541,No,-100.3,48.9,0,5,0.0110803324099723,9.03628106726353
TA,A29A,14,47,0.229508196721311,No,-99.2,48.9,0,15,0.0304709141274238,19.0796839390062
TA,A30A,19,42,0.311475409836066,No,-98.3,48.9,0,28,0.0443213296398892,11.9616081701583
TA,A31A,11,50,0.180327868852459,No,-97.2,48.9,0,15,0.0304709141274238,17.5117346648173
TA,A32A,10,51,0.163934426229508,No,-96.5,48.9,0,11,0.0221606648199446,19.7468807109526
TA,A33A,19,42,0.311475409836066,No,-95.4,48.9,0,27,0.0498614958448753,15.9091809871628
TA,A36M,55,6,0.901639344262295,No,-125.2,72.0,0,170,0.235457063711911,15.0967583333677
TA,ABTX,53,8,0.868852459016393,No,-99.6,32.6,0,157,0.174515235457064,13.1348348089514
TA,B04A,12,49,0.19672131147541,No,-123.5,48.1,0,15,0.03601108033241,11.3630662414376
TA,B05A,19,42,0.311475409836066,No,-122.1,48.3,0,19,0.0443213296398892,15.6606985649492
TA,B06A,15,46,0.245901639344262,No,-121.5,48.5,0,22,0.0498614958448753,13.9497696023562
TA,B07A,17,44,0.278688524590164,No,-120.1,48.5,0,25,0.0526315789473684,15.0276797021695
TA,B08A,30,31,0.491803278688525,Yes,-119.3,48.4,1,46,0.0858725761772853,17.4136453970538
TA,B09A,22,39,0.360655737704918,No,-118.1,48.4,0,32,0.0637119113573407,16.6387417836432
TA,B10A,10,51,0.163934426229508,No,-117.2,48.3,0,14,0.0304709141274238,10.0998562336351
TA,B11A,16,45,0.262295081967213,No,-116.4,48.4,0,19,0.0470914127423823,20.0692711103407
TA,B12A,25,36,0.409836065573771,No,-115.6,48.5,0,33,0.0664819944598338,14.2369183365437
TA,B13A,30,31,0.491803278688525,Yes,-114.5,48.4,1,43,0.0886426592797784,16.8862818051047
TA,B14A,21,40,0.344262295081967,No,-113.3,48.4,0,23,0.0470914127423823,18.1256814616237
TA,B15A,31,30,0.508196721311475,No,-112.6,48.3,0,37,0.07202216066482,14.8324564003589
TA,B16A,25,36,0.409836065573771,No,-111.7,48.4,0,35,0.0664819944598338,14.7301206413116
TA,B17A,25,36,0.409836065573771,No,-110.8,48.3,0,34,0.0609418282548476,13.1320461696595
TA,B18A,27,34,0.442622950819672,No,-109.8,48.4,0,36,0.074792243767313,13.5026888393084
TA,B18K,40,21,0.655737704918033,No,-161.8,69.4,0,58,0.119113573407202,14.9056351575407
TA,B19A,21,40,0.344262295081967,No,-108.9,48.5,0,25,0.0609418282548476,12.0659667318382
TA,B20A,19,42,0.311475409836066,No,-108.0,48.4,0,23,0.0554016620498615,10.7205812548864
TA,B20K,41,20,0.672131147540984,No,-157.2,70.0,0,75,0.14404432132964,14.1593926382087
TA,B21A,20,41,0.327868852459016,Yes,-107.0,48.4,1,23,0.0609418282548476,11.6886737880777
TA,B21K,45,16,0.737704918032787,No,-154.6,69.6,0,84,0.138504155124654,13.6676413767047
TA,B22A,15,46,0.245901639344262,No,-106.0,48.3,0,17,0.0443213296398892,10.3215989160861
TA,B22K,35,26,0.573770491803279,No,-153.4,70.3,0,52,0.121883656509695,13.5298726865445
TA,B23A,12,49,0.19672131147541,No,-105.0,48.5,0,14,0.03601108033241,9.67874943963928
TA,B25A,9,52,0.147540983606557,No,-103.2,48.3,0,9,0.0166204986149584,7.52422024122366
TA,B26A,9,52,0.147540983606557,No,-102.2,48.4,0,9,0.0221606648199446,9.08646640254814
TA,B27A,11,50,0.180327868852459,No,-101.3,48.4,0,12,0.0277008310249307,7.2180348947851
TA,B28A,13,48,0.213114754098361,No,-100.4,48.4,0,15,0.0277008310249307,10.3026497969352
TA,B29A,16,45,0.262295081967213,No,-99.4,48.5,0,22,0.0415512465373961,10.932793112123
TA,B30A,18,43,0.295081967213115,No,-98.3,48.5,0,34,0.0498614958448753,11.361335446981
TA,B31A,13,48,0.213114754098361,No,-97.6,48.4,0,19,0.038781163434903,10.6578993987858
TA,B32A,18,43,0.295081967213115,No,-96.5,48.4,0,31,0.0470914127423823,11.9998083937522
TA,B33A,12,49,0.19672131147541,No,-95.6,48.3,0,13,0.0304709141274238,19.1835788630403
TA,B34A,16,45,0.262295081967213,No,-94.7,48.5,0,24,0.0470914127423823,14.9978013534158
TA,B35A,13,48,0.213114754098361,No,-93.7,48.4,0,16,0.038781163434903,18.147732421888
TA,BGNE,52,9,0.852459016393443,No,-98.2,41.4,0,125,0.135734072022161,12.7174142442864
TA,BNLO,9,52,0.147540983606557,No,-122.2,37.1,0,10,0.0277008310249307,9.020415943384
TA,BRSD,24,37,0.39344262295082,No,-99.0,44.4,0,28,0.0692520775623269,11.0056465091316
TA,C03A,5,56,0.0819672131147541,No,-124.6,47.9,0,5,0.0138504155124654,11.1751191459997
TA,C04A,19,42,0.311475409836066,No,-123.0,47.7,0,22,0.0581717451523546,15.4104205437285
TA,C05A,13,48,0.213114754098361,No,-121.7,47.7,0,15,0.038781163434903,11.8176188734449
TA,C06A,11,50,0.180327868852459,No,-120.9,47.9,0,13,0.0332409972299169,11.6190749761502
TA,C07A,18,43,0.295081967213115,No,-120.1,47.7,0,27,0.0581717451523546,15.1462637452278
TA,C08A,11,50,0.180327868852459,No,-119.0,47.8,0,15,0.0304709141274238,12.6024059847998
TA,C09A,20,41,0.327868852459016,No,-118.3,47.8,0,26,0.0581717451523546,15.1988584337466
TA,C10A,19,42,0.311475409836066,No,-117.3,47.8,0,30,0.0470914127423823,15.3388842724538
TA,C11A,22,39,0.360655737704918,Yes,-116.3,47.8,1,31,0.0581717451523546,18.5230627764513
TA,C12B,22,39,0.360655737704918,No,-115.5,47.7,0,33,0.0609418282548476,16.2130335585936
TA,C13A,31,30,0.508196721311475,Yes,-114.6,47.7,1,50,0.0969529085872576,15.0863819244326
TA,C14A,30,31,0.491803278688525,No,-113.7,47.8,0,48,0.0831024930747922,15.6195191432376
TA,C15A,34,27,0.557377049180328,No,-112.6,47.8,0,48,0.0803324099722992,16.9670296203321
TA,C16A,26,35,0.426229508196721,No,-111.7,47.8,0,38,0.0803324099722992,16.5990407936338
TA,C16K,36,25,0.590163934426229,Yes,-165.3,68.3,1,58,0.113573407202216,17.2091065847922
TA,C17A,28,33,0.459016393442623,No,-110.8,47.6,0,39,0.0941828254847645,13.9092650911393
TA,C17K,39,22,0.639344262295082,No,-163.2,68.5,0,73,0.132963988919668,12.9699279083096
TA,C18K,39,22,0.639344262295082,No,-161.2,68.6,0,74,0.146814404432133,13.9879518204149
TA,C19A,20,41,0.327868852459016,No,-109.0,47.7,0,25,0.0609418282548476,12.3754449701499
TA,C19K,43,18,0.704918032786885,No,-159.6,69.1,0,88,0.146814404432133,13.9530833316281
TA,C20A,19,42,0.311475409836066,No,-108.0,47.7,0,25,0.0581717451523546,13.6001439675647
TA,C21A,18,43,0.295081967213115,No,-107.1,47.8,0,20,0.0554016620498615,12.7437212799452
TA,C21K,39,22,0.639344262295082,No,-154.8,69.2,0,70,0.152354570637119,14.2584801391742
TA,C22A,20,41,0.327868852459016,No,-105.9,47.7,0,21,0.0554016620498615,9.01424162163866
TA,C23A,22,39,0.360655737704918,No,-105.2,47.8,0,26,0.0609418282548476,9.14173262208224
TA,C23K,46,15,0.754098360655738,No,-150.6,69.8,0,93,0.185595567867036,14.0886203295883
TA,C24A,11,50,0.180327868852459,No,-104.4,47.5,0,12,0.0304709141274238,9.71518831243702
TA,C24K,47,14,0.770491803278688,No,-148.7,69.7,0,104,0.177285318559557,12.5916678887115
TA,C25A,11,50,0.180327868852459,No,-103.3,47.7,0,12,0.0249307479224377,8.16047232392249
TA,C26A,8,53,0.131147540983607,No,-102.1,47.8,0,9,0.0193905817174515,8.3569531464613
TA,C26K,42,19,0.688524590163934,No,-144.9,69.9,0,88,0.152354570637119,14.0572349747477
TA,C27A,7,54,0.114754098360656,No,-101.5,47.7,0,7,0.0166204986149584,7.49074630441893
TA,C27K,51,10,0.836065573770492,No,-143.7,69.6,0,134,0.199445983379501,15.4667401073732
TA,C28A,9,52,0.147540983606557,No,-100.4,47.7,0,9,0.0193905817174515,9.82858789460438
TA,C30A,14,47,0.229508196721311,No,-98.5,47.7,0,20,0.0415512465373961,11.2667096906345
TA,C31A,18,43,0.295081967213115,No,-97.7,47.8,0,27,0.0498614958448753,13.1236672497041
TA,C32A,16,45,0.262295081967213,No,-96.5,47.8,0,30,0.0498614958448753,11.8706814016841
TA,C33A,19,42,0.311475409836066,No,-95.8,47.8,0,29,0.0526315789473684,20.9123294635259
TA,C34A,9,52,0.147540983606557,No,-94.9,47.7,0,12,0.0249307479224377,16.3689084375083
TA,C35A,16,45,0.262295081967213,No,-94.0,47.7,0,24,0.038781163434903,14.575013373961
TA,C36A,16,45,0.262295081967213,No,-92.8,47.8,0,20,0.0415512465373961,13.3900858912114
TA,C36M,43,18,0.704918032786885,No,-124.1,69.3,0,106,0.18005540166205,15.4717842099149
TA,C37A,14,47,0.229508196721311,Yes,-92.2,47.7,1,20,0.0304709141274238,16.2157201220348
TA,C38A,15,46,0.245901639344262,No,-91.3,47.7,0,19,0.038781163434903,17.7596538617095
TA,C39A,10,51,0.163934426229508,No,-90.1,47.8,0,14,0.0277008310249307,21.0151802806163
TA,C40A,12,49,0.19672131147541,Yes,-89.2,47.9,1,16,0.0415512465373961,14.7383912860512
TA,D03A,11,50,0.180327868852459,No,-123.8,47.1,0,12,0.0332409972299169,12.2514206881948
TA,D04A,7,54,0.114754098360656,No,-122.8,47.1,0,8,0.0221606648199446,8.23444531610811
TA,D05A,26,35,0.426229508196721,No,-122.0,47.2,0,43,0.0941828254847645,16.0451135771956
TA,D06A,14,47,0.229508196721311,No,-120.8,47.2,0,17,0.0443213296398892,12.2044852158248
TA,D07A,10,51,0.163934426229508,Yes,-120.0,47.2,1,12,0.0304709141274238,12.6319530470009
TA,D08A,26,35,0.426229508196721,Yes,-118.9,47.1,1,33,0.074792243767313,15.4451045484049
TA,D09A,22,39,0.360655737704918,Yes,-118.3,47.1,1,28,0.0637119113573407,15.1916229970798
TA,D10A,13,48,0.213114754098361,No,-117.3,47.1,0,15,0.03601108033241,15.804444217297
TA,D11A,13,48,0.213114754098361,No,-116.3,47.0,0,16,0.0415512465373961,13.2366037861771
TA,D12A,22,39,0.360655737704918,No,-115.4,47.1,0,29,0.0609418282548476,12.5096448395066
TA,D13A,30,31,0.491803278688525,Yes,-114.5,47.1,1,43,0.0803324099722992,14.1638589819143
TA,D14A,32,29,0.524590163934426,Yes,-113.5,47.1,1,44,0.0692520775623269,16.4573140859099
TA,D15A,32,29,0.524590163934426,No,-112.5,47.0,0,49,0.0831024930747922,14.5925924552463
TA,D16A,25,36,0.409836065573771,Yes,-111.5,47.0,1,32,0.0692520775623269,17.0520475078822
TA,D17A,29,32,0.475409836065574,No,-110.7,47.2,0,48,0.0886426592797784,16.2208662940248
TA,D17K,44,17,0.721311475409836,No,-163.1,67.7,0,93,0.163434903047091,15.729153665228
TA,D18A,24,37,0.39344262295082,No,-109.8,47.2,0,38,0.0692520775623269,15.5766848969727
TA,D19A,30,31,0.491803278688525,No,-108.9,47.2,0,38,0.074792243767313,12.5280618811062
TA,D19K,45,16,0.737704918032787,No,-158.1,68.5,0,110,0.18005540166205,14.2425420472043
TA,D20A,18,43,0.295081967213115,No,-108.1,47.1,0,24,0.0609418282548476,13.483937472736
TA,D20K,44,17,0.721311475409836,No,-156.6,68.7,0,85,0.146814404432133,14.7320899941937
TA,D21A,14,47,0.229508196721311,No,-107.0,47.1,0,15,0.03601108033241,11.708728657408
TA,D22A,15,46,0.245901639344262,No,-106.2,47.1,0,17,0.0443213296398892,8.34903467586781
TA,D22K,46,15,0.754098360655738,No,-152.7,68.9,0,89,0.135734072022161,13.5489049822593
TA,D23A,18,43,0.295081967213115,No,-105.2,47.2,0,21,0.0470914127423823,8.59648202086697
TA,D23K,50,11,0.819672131147541,No,-150.7,69.0,0,132,0.185595567867036,13.5341659129934
TA,D24A,15,46,0.245901639344262,No,-104.3,47.1,0,15,0.03601108033241,9.86152507635358
TA,D24K,48,13,0.786885245901639,No,-148.8,69.2,0,95,0.168975069252078,16.4452156926765
TA,D25A,10,51,0.163934426229508,No,-103.3,47.2,0,11,0.0277008310249307,9.96788741498375
TA,D25K,56,5,0.918032786885246,No,-146.4,69.3,0,173,0.224376731301939,16.2588851570129
TA,D26A,11,50,0.180327868852459,No,-102.4,47.0,0,11,0.0249307479224377,7.75334392925236
TA,D27A,9,52,0.147540983606557,No,-101.5,47.1,0,9,0.0221606648199446,9.41835636392943
TA,D27M,45,16,0.737704918032787,No,-141.0,69.2,0,109,0.160664819944598,13.6588379972821
